1
"vote_count","id","video","vote_average","title","popularity","poster_path","original_language","original_title","backdrop_path","adult","overview","release_date","search","director","rank2018"
"1805","1018","false","7.7","Mulholland Drive","23.755911","/oKyY4TFaLjQTgyX8oRde82GinOw.jpg","en","Mulholland Drive","/ihkQywNs6Si24WssdmT1rNHuAYy.jpg","false","After a car wreck on the winding Mulholland Drive renders a woman amnesic, she and a perky Hollywood-hopeful search for clues and answers across Los Angeles in a twisting venture beyond dreams and reality.","2001-05-16","Mulholland Drive ","David Lynch","1"
2
"235","11093","false","7","House of Sand and Fog","7.402786","/su4tynEOu7bv0CBcIPCjpQWP6BP.jpg","en","House of Sand and Fog","/qn8zn1zvmpT5fBO7uiMxBrRVMTN.jpg","false","Behrani, an Iranian immigrant buys a California bungalow, thinking he can fix it up, sell it again, and make enough money to send his son to college. However, the house is the legal property of former drug addict Kathy. After losing the house in an unfair legal dispute with the county, she is left with nowhere to go. Wanting her house back, she hires a lawyer and befriends a police officer. Neither Kathy nor Behrani have broken the law, so they find themselves involved in a difficult moral dilemma.","2003-12-19","House of Sand and Fog ","Vadim Perelman","2"
3
"1383","426","false","8.1","Vertigo","27.750743","/pj7aul2Z849NuD8LUVcUtrgZpzI.jpg","en","Vertigo","/sNlCvWbAEYZZGlPIOdiQc4y1X7d.jpg","false","A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.","1958-05-09","Vertigo ","Alfred Hitchcock","3"
4
"1695","935","false","8","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","24.351767","/tviJ68Wj4glQk3CPMvdvExYHxX.jpg","en","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","/8Sh5rRcOrBy4AIm3keZ50dOIn4D.jpg","false","After the insane General Jack D. Ripper initiates a nuclear strike on the Soviet Union, a war room full of politicians, generals and a Russian diplomat all frantically try to stop the nuclear strike...","1964-01-29","Dr. Strangelove ","Stanley Kubrick","4"
5
"7817","11","false","8.1","Star Wars","45.978932","/btTdmkgIvOi0FFip1sPuZI2oQG6.jpg","en","Star Wars","/c4zJK1mowcps3wvdrm31knxhur2.jpg","false","Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.","1977-05-25","Star Wars: Episode IV: A New Hope ","George Lucas","5"
6
"750","14337","false","6.8","Primer","8.141747","/pYiAYDn3ltw9Fq7izODuq7oWYwX.jpg","en","Primer","/dG7Booc7C2HoVmAZjqAzp2NcTGd.jpg","false","Friends/fledgling entrepreneurs invent a device in their garage that reduces the apparent mass of any object placed inside it, but they accidentally discover that it has some highly unexpected capabilities -- ones that could enable them to do and to have seemingly anything they want. Taking advantage of this unique opportunity is the first challenge they face. Dealing with the consequences is the next.","2004-10-08","Primer ","Shane Carruth","6"
7
"2021","598","false","8.2","City of God","23.43345","/gCqnQaq8T4CfioP9uETLx9iMJF4.jpg","pt","Cidade de Deus","/k4BAPrE5WkNLvpsPsiMfu8W4Zyi.jpg","false","Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes...","2002-02-05","City of God ","Fernando Meirelles","7"
8
"3449","6977","false","7.8","No Country for Old Men","17.174607","/6o0UWX2naW7HK45PDNYmoMIk5qs.jpg","en","No Country for Old Men","/7RzYDNtTchx8tSOxVO7gzZV7FNg.jpg","false","Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.","2007-11-08","No Country for Old Men ","Joel Coen","8"
9
10
"153","25188","false","7.6","The Last Picture Show","7.759939","/jfewjE8LYKoSluDlSszeZka2TCO.jpg","en","The Last Picture Show","/6YbOJga4mms9PQbHe2uHp9Ks9Ne.jpg","false","The coming of age of a youth named Sonny in a small Texas town in the 1950s.","1971-10-02","The Last Picture Show ","Peter Bogdanovich","10"
11
"9657","680","false","8.3","Pulp Fiction","67.699283","/dM2w364MScsjFf8pfMbaWUcWrR.jpg","en","Pulp Fiction","/9rZg1J6vMQoDVSgRyWcpJa8IAGy.jpg","false","A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.","1994-09-10","Pulp Fiction ","Quentin Tarantino","11"
12
"650","39013","false","6.8","Winter's Bone","9.82338","/lUFZr1hEgFbowMHzJhAKx08VMGA.jpg","en","Winter's Bone","/bXTzMUtLicNnfzXvAdKrk33hMM.jpg","false","17 year-old Ree Dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. If she fails, Ree and her family will be turned out into the Ozark woods. Challenging her outlaw kin's code of silence and risking her life, Ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth.","2010-06-11","Winter's Bone ","Debra Granik","12"
13
"1757","567","false","8.2","Rear Window","26.536415","/oXbT7vlLmZ76kWoHe5XJYuyJUgp.jpg","en","Rear Window","/s9Up9JCwmIY13XoIo3ZJ1mtMLVc.jpg","false","Professional photographer L.B. ""Jeff" Jeffries breaks his leg while getting an action shot at an auto race. Confined to his New York apartment, he spends his time looking out of the rear window observing the neighbors. He begins to suspect that a man across the courtyard may have murdered his wife. Jeff enlists the help of his high society fashion-consultant girlfriend Lisa Freemont and his visiting nurse Stella to investigate.","1954-08-01","Rear Window ","Alfred Hitchcock","13"
14
"4368","38","false","7.9","Eternal Sunshine of the Spotless Mind","25.9118","/7y3eYvTsGjxPYDtSnumCLIMDkrV.jpg","en","Eternal Sunshine of the Spotless Mind","/1dXTsaFxHoF9cas08UjAqE8NqOW.jpg","false","Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.","2004-03-19","Eternal Sunshine of the Spotless Mind ","Michel Gondry","14"
15
"418","11977","false","6.6","Caddyshack","10.966049","/21nhVVqGsOrKvkncsB5GbRxpSZh.jpg","en","Caddyshack","/kdL7CWq5msNd2CzE11fNkY0k4m7.jpg","false","At an exclusive country club, an ambitious young caddy, Danny Noonan, eagerly pursues a caddy scholarship in hopes of attending college and, in turn, avoiding a job at the lumber yard. In order to succeed, he must first win the favour of the elitist Judge Smails, and then the caddy golf tournament which Smails sponsors.","1980-07-25","Caddyshack ","Harold Ramis","15"
16
"3854","419430","false","7.3","Get Out","55.650039","/1SwAVYpuLj8KsHxllTF8Dt9dSSX.jpg","en","Get Out","/vZ7EVk7FaNEWYqlVWbFLHP8Z0LU.jpg","false","Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.","2017-02-24","Get Out ","Jordan Peele","16"
17
"1027","46705","false","6.9","Blue Valentine","23.003518","/r8l15gDSQMupjKXEyXkOMkRpcsn.jpg","en","Blue Valentine","/wZkwWCrqTiYm8uo1ffuoFV8CjIb.jpg","false","Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.","2010-12-27","Blue Valentine ","Derek Cianfrance","17"
18
"1057","829","false","7.8","Chinatown","23.249035","/iIHO6FzF6lL4mA90rrmk3Y705XS.jpg","en","Chinatown","/uArEeO3U7ASyQA9UbMMyn3Z6Ajw.jpg","false","Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.","1974-06-20","Chinatown ","Roman Polanski","18"
19
"1695","2567","false","7","The Aviator","30.05093","/3MKBQgIHI5DPVNvryiTesskS5mf.jpg","en","The Aviator","/kCnwpd8kfOmxH3qra2xnaPuJQn7.jpg","false","A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.","2004-12-17","The Aviator ","Martin Scorsese","19"
20
"2259","423","false","8.1","The Pianist","25.668049","/iunmxWkOi7Vk17Ob3G2HwwjgHsr.jpg","en","The Pianist","/xUR95VFV1UTyzS1C8Lj06hi2n2M.jpg","false","The true story of pianist Wladyslaw Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.","2002-09-24","The Pianist ","Roman Polanski","20"
21
"756","11545","false","7.5","Rushmore","8.768836","/q3ov1BFTCRWoR9Q6udaRbmgfWwg.jpg","en","Rushmore","/qPjOUMmEeJFRq0BWcGRvgVwuh0O.jpg","false","When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.","1998-09-17","Rushmore ",,"21"
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
"11345","68718","false","7.9","Django Unchained","48.690305","/5WJnxuw41sddupf8cwOxYftuvJG.jpg","en","Django Unchained","/qUcmEqnzIwlwZxSyTf3WliSfAjJ.jpg","false","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","2012-12-25","Django Unchained ","Quentin Tarantino","40"
41
"859","793","false","7.6","Blue Velvet","7.557746","/psJb2NQKUWDQyhMRV3hoEWk60gS.jpg","en","Blue Velvet","/eWzEX02Pw9TN8nCsCASPdtBHXo6.jpg","false","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of criminals who have kidnapped her child.","1986-08-01","Blue Velvet ","David Lynch","41"
42
"5304","274","false","8.1","The Silence of the Lambs","8.575394","/qjAyTj2BSth1EQ89vNfo0JYVPFN.jpg","en","The Silence of the Lambs","/1ewiz2BOytcyE90ozbaiDDZn8ma.jpg","false","FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. But her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.","1991-02-01","The Silence of the Lambs ","Jonathan Demme","42"
43
"2152","153","false","7.3","Lost in Translation","22.952669","/5T8VvuFTdaawKLJk34i69Utaw7o.jpg","en","Lost in Translation","/gkbtPw5gyp8exaKw4zXEyH33J1m.jpg","false","Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.","2003-08-31","Lost in Translation ","Sofia Coppola","43"
44
"998","1381","false","6.8","The Fountain","21.899431","/lGIJvQ8ZQazOHVAA0E34yIy7gxv.jpg","en","The Fountain","/kUGJWvouKUnbV3ruAl7TrSDiMU7.jpg","false","Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world.","2006-09-06","The Fountain ","Darren Aronofsky","44"
45
"262","5683","false","6.6","Pee-wee's Big Adventure","6.900815","/fg6E0mZs6qCiyEAYdChR6xQ0Yz0.jpg","en","Pee-wee's Big Adventure","/4f1K5YS8Co1IY9CkNfVRa22hbkQ.jpg","false","The eccentric and childish Pee-wee Herman embarks on a big adventure when his beloved bicycle is stolen. Armed with information from a fortune-teller and a relentless obsession with his prized possession, Pee-wee encounters a host of odd characters and bizarre situations as he treks across the country to recover his bike.","1985-07-26","Pee-Wee’s Big Adventure ","Tim Burton","45"
46
"284","1730","false","7.1","Inland Empire","8.710365","/xQKF94NvqsHCuGUjgvJ5Etgnryu.jpg","en","Inland Empire","/eeERkjndx2KUWVeG99VEaYifRWd.jpg","false","An actress's perception of reality becomes increasingly distorted as she finds herself falling for her co-star in a remake of an unfinished Polish production that was supposedly cursed.","2006-09-06","Inland Empire ","David Lynch","46"
47
"3976","37799","false","7.2","The Social Network","34.766982","/ok5Wh8385Kgblq9MSU4VGvazeMH.jpg","en","The Social Network","/8AazWuNBQV7QFjb9XNzJLox0Zey.jpg","false","On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.","2010-09-30","The Social Network ","David Fincher","47"
48
"4024","185","false","8","A Clockwork Orange","34.271649","/kgAi87gyx6b4oGJYSC36tVkJyJu.jpg","en","A Clockwork Orange","/unMc1jEyqCnzba976GviSFKGagt.jpg","false","Demonic gang-leader Alex goes on the spree of rape, mugging and murder with his pack of ""droogs". But he's a boy who also likes Beethoven's Ninth and a bit of "the old in-out, in-out". He later finds himself at the mercy of the state and its brainwashing experiment designed to take violence off the streets.","1971-12-18","A Clockwork Orange ","Stanley Kubrick","48"
49
"2341","275","false","7.8","Fargo","31.153791","/pyEkyYgtyjOX1R9EYyUcgbK1sTn.jpg","en","Fargo","/ilwKrRotFbkC5UPhJJNqeTZMyoP.jpg","false","Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!","1996-04-05","Fargo ","Joel Coen","49"
50
"9174","278","false","8.5","The Shawshank Redemption","50.60291","/9O7gLzmreU0nGkIB6K3BsJbzvNv.jpg","en","The Shawshank Redemption","/xBKGJQsAIeweesB79KC89FpBrVr.jpg","false","Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.","1994-09-23","The Shawshank Redemption ","Frank Darabont","50"
51
"499","1923","false","7.3","Twin Peaks: Fire Walk with Me","12.172499","/tOQekTHJmVCgfUYXTb6dLAu6l8W.jpg","en","Twin Peaks: Fire Walk with Me","/bGyusx5LtsTLbyAq0ow1DrdE7K6.jpg","false","In the questionable town of Deer Meadow, Washington, FBI Agent Desmond inexplicably disappears while hunting for the man who murdered a teen girl. The killer is never apprehended, and, after experiencing dark visions and supernatural encounters, Agent Dale Cooper chillingly predicts that the culprit will claim another life. Meanwhile, in the more cozy town of Twin Peaks, hedonistic beauty Laura Palmer hangs with lowlifes and seems destined for a grisly fate.","1992-06-03","Twin Peaks: Fire Walk With Me ","David Lynch","51"
52
"3114","103","false","8.1","Taxi Driver","25.935245","/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg","en","Taxi Driver","/hjmJKAVoZ3n2KWbKgasbfdugwhu.jpg","false","A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.","1976-02-07","Taxi Driver ","Martin Scorsese","52"
53
"3797","601","false","7.3","E.T. the Extra-Terrestrial","28.070355","/8htLKK03TJjKZOXJgihZCu8v0P.jpg","en","E.T. the Extra-Terrestrial","/mXLVA0YL6tcXi6SJSuAh9ONXFj5.jpg","false","After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.","1982-04-03","E.T. ","Steven Spielberg","53"
54
"6785","238","false","8.5","The Godfather","62.261838","/rPdtLWNsZmAtoZl9PK7S2wE3qiS.jpg","en","The Godfather","/6xKCYgH16UuwEGAyroLU6p8HLIn.jpg","false","Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.","1972-03-14","The Godfather ","Francis Ford Coppola","54"
55
"7047","10681","false","7.8","WALL·E","37.342007","/9cJETuLMc6R0bTWRA5i7ctY9bxk.jpg","en","WALL·E","/2nFyTvssbtJMLC6eyYwwZ88gALD.jpg","false","WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.","2008-06-22","Wall-E ","Andrew Stanton","55"
56
"5200","194662","false","7.4","Birdman","57.537433","/rSZs93P0LLxqlVEbI001UKoeCQC.jpg","en","Birdman","/hUDEHvhNJLNcb83Pp7xnFn0Wj09.jpg","false","A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.","2014-08-27","Birdman ","Alejandro González Iñárritu","56"
57
"486","1548","false","7.1","Ghost World","5.619546","/2qdw5cGpXcG56j5pWU4e6UYKk0v.jpg","en","Ghost World","/faB6wyGOaILrJ0FwV2t9XWbvg9E.jpg","false","A quirky girl tries to figure out what to do now that she had graduated from high school, and forms a friendship with an eccentric 40-year-old record collector after playing a prank on him with her best friend.","2001-07-20","Ghost World ","Terry Zwigoff","57"
58
